Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500025083;2015-11-05T19:15:00+01:00;Cesson-sevigne;15;11;05;19:15;Nuit avec éclairage public allumé;En agglomération;Giratoire;Pluie légère;Autre collision;35;051;35051;01, RENNES (RUE DE);4811425;-160999;35510;01;48.114169, -1.62071;;mouillée;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;En courbe à droite;Plat;Carrefour aménagé;Sur chaussée;1993,1937;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Autre;Avant droit;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500025088;2015-11-06T21:25:00+01:00;Rennes;15;11;06;21:25;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Pluie légère;Deux véhicules – par le coté;35;238;35238;CHATEAUDUN (DE);4811248;-166624;35000;;48.111442, -1.666081;;mouillée;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1994;Masculin;Se déplaçant;Blessé;Casque;Oui;;B01,A01;1;Conducteur;;Utilisation professionnelle;Avant,Côté gauche;Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500025138;2015-12-06T17:40:00+01:00;Rennes;15;12;06;17:40;Crépuscule ou aube;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;00, SAINT-HELIER;4810672;-166915;35000;00;48.105963, -1.667801;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1987;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Utilisation professionnelle;;;;;;Scooter < 50 cm3;;Métropole
201500025180;2015-12-30T18:45:00+01:00;Rennes;15;12;30;18:45;Nuit avec éclairage public allumé;En agglomération;Intersection en T;Normale;Autre collision;35;238;35238;00, LICES (PLACE DES);4811302;-168375;35000;00;48.113239, -1.682724;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1958;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;;Tournant A gauche;;;Poteau;VL seul;;Métropole
201500024801;2015-04-13T16:00:00+02:00;Chantepie;15;04;13;16:00;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;055;35055;33, BOURGOGNE (AVENUE DE;4809004;-161404;35135;33;48.090143, -1.614623;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1940,1990;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail;Côté gauche;Traversant la chaussée,Sans changement de direction;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500024822;2015-04-27T08:10:00+02:00;Rennes;15;04;27;08:10;Plein jour;En agglomération;Hors intersection;Temps couvert;Deux véhicules – par le coté;35;238;35238;102, VERN (DE);4809690;-165341;35000;102;48.099464, -1.692731;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1959,1986;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant gauche,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024838;2015-02-27T12:15:00+01:00;Rennes;15;02;27;12:15;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;8, BD DE METZ;4811497;-165734;35000;8;48.115039, -1.65733;;normale;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1988,1978;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024899;2015-06-23T16:00:00+02:00;Rennes;15;06;23;16:00;Plein jour;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;22, TOUR D'AUVERGNE (BD;4810605;-168444;35000;22;48.105851, -1.684739;;normale;;A chaussées séparées;;03;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1975;Masculin;Se déplaçant;Blessé;Autre;Non déterminable;;A01;1;Conducteur;;Autre;;Sans changement de direction;;;;Bicyclette;;Métropole
201500024938;2015-07-20T07:30:00+02:00;Rennes;15;07;20;07:30;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;238;35238;00, ALBERT 1ER (BD);4809008;-169097;35000;00;48.089566, -1.683324;;mouillée;;A chaussées séparées;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1945,1971;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Avant gauche,Avant;En s’insérant,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;Métropole
201500024942;2015-07-23T15:50:00+02:00;Rennes;15;07;23;15:50;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;18, VOLNEY (BD);4812328;-166494;35000;18;48.123281, -1.664981;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1945;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Autre;Avant gauche;Sans changement de direction;;;Véhicule en stationnement;VL seul;;Métropole
201500024951;2015-07-28T16:30:00+02:00;Rennes;15;07;28;16:30;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, PRE BOTTE (DU);4810935;-167784;35000;00;48.109336, -1.678196;;mouillée;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1986,1992,2006,2011,2009,1995;Féminin,Féminin,Masculin,Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Indemne,Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture,Autre,Ceinture,Casque;Oui,Oui,Oui,Non déterminable,Oui,Oui;;B01,A01;1,2,5,3,4,1;Conducteur,Passager,Passager,Passager,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Arrière droit;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500024918;2015-07-05T18:30:00+02:00;Rennes;15;07;05;18:30;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;CHATEAUGIRON (DE);4809514;-163785;35000;;48.099655, -1.649027;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1944,1981;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre;Avant gauche;Tournant A gauche;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024935;2015-07-17T18:00:00+02:00;Saint-gregoire;15;07;17;18:00;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;278;35278;R.N. 136;4814094;-168323;35760;136;48.134654, -1.692301;19;normale;;A chaussées séparées;Voie réservée;99;136;0;;0;4;Route Nationale;450;Partie rectiligne;Plat;;Sur chaussée;1985,2012,1991;Féminin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Dispositif enfants,Ceinture;Oui,Oui,Oui;;A01,B01;1,2,1;Conducteur,Passager,Conducteur;;Promenade – loisirs,Promenade – loisirs,Domicile – travail;Avant,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;Glissière métallique;VL seul,VL seul;;Métropole
201500024961;2015-08-06T03:40:00+02:00;Rennes;15;08;06;03:40;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;ARMORIQUE (BD D');4812843;-166430;35000;;48.130307, -1.668977;;;;A chaussées séparées;;03;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1973,1994;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Côté droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Cyclomoteur <50cm3,VL seul;;Métropole
201500025034;2015-10-06T17:20:00+02:00;Rennes;15;10;06;17:20;Plein jour;En agglomération;Intersection à plus de 4 branches;Normale;Deux véhicules – par le coté;35;238;35238;21, COMBES (BD EMILE);4809351;-166909;35000;21;48.093571, -1.669287;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1984,1969;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Avant droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Cyclomoteur <50cm3,VL seul;;Métropole
201500025038;2015-10-08T08:35:00+02:00;Saint-gregoire;15;10;08;08:35;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;278;35278;00, ROBIQUETTE ( BOULEVA;4813838;-169829;35760;00;48.13358, -1.69313;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;En courbe à gauche;Plat;;Sur chaussée;1985,1978;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Domicile – travail;Avant;Sans changement de direction,Sans changement de direction;;;Ilot;VL seul,VL seul;;Métropole
201500025162;2015-12-13T19:00:00+01:00;Rennes;15;12;13;19:00;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, LICES (PLACE DU BAS;4811256;-168480;35000;00;48.112481, -1.685332;;;;Bidirectionnelle;;99;;;;;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1994,1982;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Avant gauche,Avant;;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500025179;2015-12-30T13:55:00+01:00;Rennes;15;12;30;13:55;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;00, HOCHE (PLACE);4811531;-167734;35000;00;48.115408, -1.677282;;normale;;;;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur trottoir;1992;Féminin;Se déplaçant;Blessé;Autre;Non déterminable;;A01;1;Conducteur;;;Avant;Sans changement de direction;;;Poteau;Bicyclette;;Métropole
201500024799;2015-04-12T02:10:00+02:00;Rennes;15;04;12;02:10;Nuit sans éclairage public;Hors agglomération;Hors intersection;Normale;Autre collision;35;238;35238;PORTE DES LONGS CHAMPS;4813767;-162607;35000;;48.111949, -1.684709;;normale;;A chaussées séparées;;99;0;0;;0;4;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1989,1993,1992;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01;3,2,1;Passager,Passager,Conducteur;;Promenade – loisirs,Utilisation professionnelle,Utilisation professionnelle;Chocs multiples (tonneaux);Sans changement de direction;;;Glissière métallique;VL seul;;Métropole
201500024810;2015-04-20T14:00:00+02:00;Rennes;15;04;20;14:00;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;RN136;4807930;-168886;35000;136;48.111214, -1.696433;10;normale;;A chaussées séparées;Voie réservée;99;2;0;;0;4;Route Nationale;131;En courbe à droite;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1985,1975;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs;Côté gauche,Avant;Sans changement de direction,En s’insérant;;Véhicule,Véhicule;;Tracteur routier + semi-remorque,VL seul;;Métropole
201500024759;2015-01-30T02:40:00+01:00;Rennes;15;01;30;02:40;Nuit avec éclairage public allumé;En agglomération;Intersection en T;Vent fort - tempête;Autre collision;35;238;35238;CHEZY/L.D'OR;4811360;-168724;35000;;48.116835, -1.685313;;mouillée;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1990,1970,1992;Masculin,Masculin,Féminin;Traversant,Se déplaçant,Traversant;Blessé,Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse,Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Conducteur,Piéton;Accompagné,Accompagné;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024768;2015-11-25T19:30:00+01:00;Saint-jacques-de-la-lande;15;11;25;19:30;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Sans collision;35;281;35281;00, DODIN (AVENUE ROGER);4808671;-170751;35136;00;48.083155, -1.710248;24;mouillée;;A chaussées séparées;Banque cyclable;99;177;0;;0;4;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1965;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;;Sans changement de direction;;;;Scooter > 50 cm3 et <= 125 cm3;;Métropole
201500024803;2015-04-17T14:00:00+02:00;Rennes;15;04;17;14:00;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;5 BIS, COLOMBIER (BD DU);4810206;-168251;35000;5;48.105032, -1.677802;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1970,1973;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non déterminable,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Avant,Avant droit;Sans changement de direction,En faisant demi-tour sur la chaussée;;Véhicule,Véhicule;Poteau;Motocyclette > 125 cm3,VL seul;;Métropole
201500024804;2015-04-17T14:40:00+02:00;Rennes;15;04;17;14:40;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;RN136;4811390;-171892;35000;136;48.111214, -1.696433;14;normale;;A chaussées séparées;;99;2;0;;0;3;Route Nationale;900;Partie rectiligne;Pente;;Sur chaussée;1957,1929,1958;Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;1,1,2;Conducteur,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière,Avant;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024852;2015-05-19T18:30:00+02:00;Cesson-sevigne;15;05;19;18:30;Plein jour;Hors agglomération;Giratoire;Normale;Deux véhicules - frontale;35;051;35051;ALLIES (BOULEVARD DES);4812326;-162088;35510;;48.11523, -1.629276;1;normale;;A sens unique;Banque cyclable;00;386;0;;0;0;Route Départementale;550;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1962,1989;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;;;;;;VL seul,Bicyclette;;Métropole
201500024878;2015-06-10T15:50:00+02:00;Rennes;15;06;10;15:50;Plein jour;Hors agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;MITTERAND (MAIL FRANCOIS;4810908;-169070;35000;;48.109331, -1.690691;;normale;;Bidirectionnelle;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;;1965,1969;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Côté gauche;;;Véhicule;;Bicyclette,VL seul;;Métropole
201500024933;2015-07-11T18:55:00+02:00;Rennes;15;07;11;18:55;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, SAINT-JEAN BAPTISTE;4811445;-169999;35000;00;48.096599, -1.673113;;normale;;A chaussées séparées;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1990,1983,1992;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Promenade – loisirs,Autre,Domicile – travail;Avant,Côté droit;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024975;2015-08-12T19:20:00+02:00;Saint-gregoire;15;08;12;19:20;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par l’arrière;35;278;35278;BELLE EPINE (BD DE LA);4815144;-169163;35760;;48.151665, -1.689154;;;;Bidirectionnelle;;00;;;;;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1990,1945,1975;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01;1,2,1;Conducteur,Passager,Conducteur;;Utilisation professionnelle,Promenade – loisirs,Promenade – loisirs;Arrière,Avant;En marche arrière,Arrêté (hors stationnement);;Véhicule,Véhicule;;VU seul 1,VL seul;;Métropole
201500025006;2015-08-24T08:10:00+02:00;Rennes;15;08;24;08:10;Plein jour;En agglomération;Hors intersection;Normale;Trois véhicules et plus - collisions multiples;35;238;35238;, GUILLAUDOT ( DU GENERA;4811478;-167443;35000;;48.11508, -1.67447;;normale;;A sens unique;;00;0;0;;0;1;Voie Communale;;En courbe à droite;Sommet de côte;;Sur chaussée;1980,1982,2010,1980,2013,2014,1977;Féminin,Féminin,Masculin,Masculin,Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne,Indemne,Indemne,Indemne,Indemne;Autre,Ceinture,Dispositif enfants,Autre,Autre,Autre,Ceinture;Non déterminable,Oui,Oui,Non déterminable,Non déterminable,Non déterminable,Non déterminable;;D01,B01,C01,A01;1,1,2,1,2,3,1;Conducteur,Conducteur,Passager,Conducteur,Passager,Passager,Conducteur;;Promenade – loisirs,Autre,Autre,Promenade – loisirs,Promenade – loisirs,Autre;Côté gauche,Côté droit;Sans changement de direction,Même sens;;Véhicule,Véhicule,Véhicule;;Bicyclette,VL seul,Bicyclette,VL seul;;Métropole
201500025075;2015-11-02T14:05:00+01:00;Rennes;15;11;02;14:05;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;238;35238;70, GROS MALHON (AVENUE);4812812;-168343;35000;70;48.127088, -1.683142;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1968,1956;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Autre,Autre;Avant;;;Piéton;;VL seul;;Métropole
201500025117;2015-11-28T03:15:00+01:00;Rennes;15;11;28;03:15;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Pluie légère;Deux véhicules – par le coté;35;238;35238;26, DUGUAY TROUIN (QUAI);4811017;-168386;35000;26;48.110203, -1.683784;;mouillée;;A sens unique;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1991;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025133;2015-12-04T09:15:00+01:00;Rennes;15;12;04;09:15;Plein jour;En agglomération;Hors intersection;Temps éblouissant;Trois véhicules et plus – en chaîne;35;238;35238;00, SAINT-HELIER;4810480;-166478;35000;00;48.105963, -1.667801;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Sommet de côte;Pont - autopont;Sur chaussée;1968,1969,1981;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,C01,B01;1,1,1;Conducteur,Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle,Domicile – travail;Avant,Arrière,Arrière;Même sens,Arrêté (hors stationnement),Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VU seul 1;;Métropole
201500025149;2015-12-11T13:00:00+01:00;Cesson-sevigne;15;12;11;13:00;Plein jour;En agglomération;Giratoire;Normale;Trois véhicules et plus – en chaîne;35;051;35051;00, BRAY (ROND-POINT DE);4810770;-161535;35510;00;48.107346, -1.617392;3;normale;;Bidirectionnelle;;99;386;0;;0;2;Route Départementale;450;Partie rectiligne;Plat;;Sur chaussée;1981,1990,1989;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01,B01,C01;1,1,1;Conducteur,Conducteur,Conducteur;;Autre,Utilisation professionnelle;Avant,Arrière,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole
201500025007;2015-09-11T17:00:00+02:00;Rennes;15;09;11;17:00;Plein jour;Hors agglomération;Hors intersection;Normale;Trois véhicules et plus – en chaîne;35;238;35238;PORTE DE VILLEJEAN;4811770;-171970;35000;;48.12177, -1.70417;15;normale;;A chaussées séparées;;99;136;0;;0;4;Route Nationale;349;Partie rectiligne;Sommet de côte;;Sur chaussée;1983,1985,1985,1997;Féminin,Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;C01,A01,B01;2,1,1,1;Passager,Conducteur,Conducteur,Conducteur;;;Arrière,Avant,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul;;Métropole
201500000913;2015-10-23T07:30:00+02:00;Laille;15;10;23;07:30;Nuit sans éclairage public;Hors agglomération;Hors intersection;Pluie légère;Deux véhicules - frontale;35;139;35139;Les Clotures;4795733;-172800;35890;;47.956818, -1.727368;13;normale;;Bidirectionnelle;;99;77;0;;0;0;Route Départementale;300;Partie rectiligne;;;Sur chaussée;1971,1997;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Ceinture,Casque;Oui,Oui;;A01,B02;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant;Tournant A gauche,Déporté A gauche;;Véhicule,Véhicule;;VL seul,Cyclomoteur <50cm3;;Métropole
201500015444;2015-11-03T18:40:00+01:00;;15;11;03;18:40;Nuit avec éclairage public allumé;En agglomération;Autre intersection;Normale;Deux véhicules – par le coté;13;055;13055;BD FERDINAND DE LESSEPS;4332039;0537296;;;48.102251, -1.707582;;normale;;A sens unique;;00;4;30;C;0;1;Route Départementale;;En courbe à droite;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1963;Masculin;Se déplaçant;Blessé;Casque;Oui;;Z01,A01;1;Conducteur;;;Arrière droit,Avant gauche;Déporté A droite,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Scooter > 125 cm3;;Métropole
201500024746;2015-01-26T10:05:00+01:00;Rennes;15;01;26;10:05;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;119, SAINT-HELIER;4810359;-166251;35000;119;48.105345, -1.665488;;normale;;A sens unique;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Pente;Carrefour aménagé;Sur chaussée;1939,1996;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant droit,Avant;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024765;2015-11-20T20:00:00+01:00;Cesson-sevigne;15;11;20;20:00;Nuit sans éclairage public;Hors agglomération;Hors intersection;Pluie légère;Autre collision;35;051;35051;00, PORTE DE LA RIGOURDI;4811550;-157072;35510;00;48.140179, -1.598291;1;mouillée;;A chaussées séparées;;99;136;0;;0;2;Route Nationale;0;Partie rectiligne;Plat;;Sur chaussée;1994;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;;;Sans changement de direction;;;Sortie de chaussée sans obstacle;VL seul;;Métropole
201500024777;2015-03-30T18:10:00+02:00;Rennes;15;03;30;18:10;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par l’arrière;35;238;35238;00, TOURAUDAIS (AVENUE D;4812019;-163140;35000;00;48.118161, -1.633329;1;normale;;Bidirectionnelle;;99;197;0;;0;2;Route Départementale;500;En courbe à gauche;Plat;;Sur chaussée;1990,1975;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant droit;Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
