Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500024749;2015-01-20T10:40:00+01:00;Saint-gregoire;15;01;20;10:40;Plein jour;Hors agglomération;Hors intersection;Autre;Deux véhicules – par l’arrière;35;278;35278;20.400, R.N. 136;4814152;-167141;35760;20;48.134654, -1.692301;20;verglacée;;A chaussées séparées;;99;136;0;;0;2;Route Nationale;400;Partie rectiligne;Plat;;Sur chaussée;1962,1967;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Casque,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Côté gauche,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;Motocyclette > 125 cm3,Motocyclette > 125 cm3;;Métropole
201500024731;2015-01-12T12:37:00+01:00;Rennes;15;01;12;12:37;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;2 AV W.CHURCHILL;4811760;-170796;35000;2;48.117464, -1.70791;;mouillée;;A chaussées séparées;Banque cyclable;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1988,1987;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière,Avant droit;Arrêté (hors stationnement),Même sens;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500024743;2015-01-17T13:25:00+01:00;Rennes;15;01;17;13:25;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;POULLAIN DUPARC/NEMOURS;4810860;-168015;35000;;48.108597, -1.681641;;mouillée;;Bidirectionnelle;Voie réservée;99;;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1974,1945;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Promenade – loisirs;Avant,Avant droit;Sans changement de direction,Arrêté (hors stationnement);;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500024756;2015-01-28T08:15:00+01:00;Rennes;15;01;28;08:15;Crépuscule ou aube;En agglomération;Intersection à plus de 4 branches;Pluie légère;Deux véhicules – par le coté;35;238;35238;LA T.AUVERGNE/THIERS;4810650;-168451;35000;;48.106496, -1.683307;;mouillée;;A sens unique;;03;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1971,1980;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Côté droit,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500024775;2015-02-06T13:45:00+01:00;Rennes;15;02;06;13:45;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;231, AVENUE LECLERC;4811390;-164501;35000;231;48.095961, -1.689522;;normale;;Bidirectionnelle;Banque cyclable;99;;0;;0;2;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1975,1962;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle;Avant gauche,Avant;Tournant A gauche,Dépassant A gauche;;Véhicule,Véhicule;;VU seul 1,VU seul 1;;Métropole
201500024789;2015-04-05T07:20:00+02:00;Rennes;15;04;05;07:20;Plein jour;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;00, LORIENT (DE);4810706;-172598;35000;00;48.108962, -1.705868;2;normale;;;;00;24;0;;0;0;Route Nationale;271;Partie rectiligne;Plat;;;1991;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;;Avant;;;;Arbre;VL seul;;Métropole
201500025115;2015-11-27T19:00:00+01:00;Rennes;15;11;27;19:00;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;04, CHAMP JACQUET (PLACE;4811278;-168028;35000;04;48.113145, -1.68009;;mouillée;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1974,1930;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Autre;Arrière;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500025157;2015-12-15T18:00:00+01:00;Rennes;15;12;15;18:00;Nuit avec éclairage public allumé;En agglomération;Intersection en X;Temps couvert;Autre collision;35;238;35238;00, TOUR D'AUVERGNE (BD;4810546;-168430;35000;00;48.104961, -1.684354;;mouillée;;A chaussées séparées;Banque cyclable;03;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1964,1930;Féminin,Féminin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Autre,Promenade – loisirs;Avant droit;Tournant A gauche;;Piéton;;VL seul;;Métropole
201500025171;2015-12-23T13:00:00+01:00;Rennes;15;12;23;13:00;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules - frontale;35;238;35238;00, TILLON (AVENUE CHARL;4812458;-170304;35000;00;48.125775, -1.697054;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1992,1988,1993;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Autre,Promenade – loisirs,Promenade – loisirs;Avant gauche,Avant droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500024832;2015-02-25T11:30:00+01:00;Rennes;15;02;25;11:30;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;1, CONTOUR DE LA MOTTE;4811260;-167528;35000;1;48.112488, -1.675369;;normale;;Bidirectionnelle;Banque cyclable;00;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1960;Masculin;Se déplaçant;Blessé;Ceinture;Non;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;;VL seul;;Métropole
201500024842;2015-03-06T10:10:00+01:00;Cesson-sevigne;15;03;06;10:10;Plein jour;En agglomération;Giratoire;Normale;Autre collision;35;051;35051;00, FONTAINE (RUE DE LA);4811266;-160809;35510;00;48.109284, -1.60951;;normale;;A sens unique;;99;0;0;;0;2;Voie Communale;;En courbe à gauche;Plat;;Sur chaussée;1953;Masculin;Se déplaçant;Tué;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Bordure de trottoir;VL seul;;Métropole
201500024867;2015-06-07T19:40:00+02:00;Rennes;15;06;07;19:40;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;CHATEAUGIRON (DE);4809518;-163768;35000;;48.099655, -1.649027;;normale;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;;1979,1965;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Autre;Avant,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500024869;2015-06-08T08:55:00+02:00;Rennes;15;06;08;08:55;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;BERNARD (CLAUDE);4810246;-169455;35000;;48.102437, -1.694264;;normale;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;;1992,1987;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – école;Avant,Avant gauche;Dépassant A gauche,Tournant A gauche;;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole
201500025054;2015-08-24T10:30:00+02:00;Cesson-sevigne;15;08;24;10:30;Plein jour;Hors agglomération;Giratoire;Normale;Autre collision;35;051;35051;BEAULIEU (PORTE DE);4810122;-160877;35510;;48.140179, -1.598291;3;normale;;A sens unique;;99;136;0;;0;2;Route Nationale;500;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1996,1971,1972;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;A01;3,1,2;Passager,Conducteur,Passager;;Autre,Autre,Autre;Avant;Sans changement de direction;;;Glissière béton;VL seul;;Métropole
201500015100;2015-09-13T17:15:00+02:00;;15;09;13;17:15;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;13;055;13055;34, LESSEPS (RUE DE);4332045;0537328;;34;48.101626, -1.707559;;;;A sens unique;;00;4;90;C;0;3;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1987,1986;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non déterminable,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Arrière droit,Avant;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Scooter > 50 cm3 et <= 125 cm3;;Métropole
201500024858;2015-06-02T17:25:00+02:00;Rennes;15;06;02;17:25;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;00, LANGUEDOC (AVENUE DU;4811847;-171575;35000;00;48.116268, -1.706059;;normale;;Avec voies d’affectation variable;Piste cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1957,1986,1983;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Domicile – travail,Domicile – travail,Domicile – travail;Côté droit,Côté gauche;Ouverture de porte,Dépassant A droite;;Véhicule,Véhicule;;VU seul 1,Motocyclette > 125 cm3;;Métropole
201500024880;2015-03-24T10:50:00+01:00;Rennes;15;03;24;10:50;Plein jour;En agglomération;Hors intersection;Temps couvert;Deux véhicules – par l’arrière;35;238;35238;15, RUE DE LA MOTTE BRÛL;4812620;-166904;35000;15;48.103826, -1.65341;;normale;;Bidirectionnelle;;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1984,1993;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Arrière;Même sens,Même sens;;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole
201500025036;2015-10-08T07:50:00+02:00;Rennes;15;10;08;07:50;Nuit avec éclairage public allumé;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, ALMA (DE L');4810387;-167701;35000;00;48.098565, -1.675594;;normale;;A sens unique;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1967,1957;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Arrière droit,Avant;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025077;2015-11-03T17:10:00+01:00;Rennes;15;11;03;17:10;Plein jour;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;22, ROPARTZ (GUY);4813076;-165671;35000;22;48.130757, -1.656279;;normale;;A chaussées séparées;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1989,2004;Féminin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Accompagné;Domicile – travail,Autre;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500025103;2015-11-18T16:30:00+01:00;Rennes;15;11;18;16:30;Plein jour;En agglomération;Intersection en X;Temps éblouissant;Autre collision;35;238;35238;127, POMPIDOU ( BD GEORG;4810100;-168513;35000;127;48.098275, -1.688241;;normale;;A chaussées séparées;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1993,1981;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Courses – achats;;;;Piéton;;VL seul;;Métropole
201500025113;2015-11-27T17:00:00+01:00;Rennes;15;11;27;17:00;Plein jour;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;00, ROBERT (FERNAND);4813227;-170830;35000;00;48.13236, -1.709873;;mouillée;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Pont - autopont;Sur chaussée;1971,1986;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Autre,Autre;Côté droit,Côté gauche;Sans changement de direction,Ouverture de porte;;Véhicule;Véhicule en stationnement;Bicyclette,VL seul;;Métropole
201500025118;2015-11-28T17:00:00+01:00;Rennes;15;11;28;17:00;Plein jour;En agglomération;Intersection en Y;Normale;Deux véhicules – par le coté;35;238;35238;172, SAINT-MALO (RUE DE);4812129;-168294;35000;172;48.12157, -1.683058;;normale;;A sens unique;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1987,1996;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Non,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre;Côté droit;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025045;2015-10-13T19:50:00+02:00;Rennes;15;10;13;19:50;Nuit avec éclairage public allumé;En agglomération;Giratoire;Normale;Autre collision;35;238;35238;00, CANADA (AVENUE DU);4808501;-168246;35000;00;48.086391, -1.682214;;normale;;A chaussées séparées;Piste cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1935;Masculin;Traversant;Blessé;;;Sur passage piéton - Sans signalisation lumineuse;A01;;Piéton;Seul;;Avant droit;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole
201500025072;2015-11-01T20:00:00+01:00;Saint-jacques-de-la-lande;15;11;01;20:00;Nuit avec éclairage public allumé;En agglomération;Giratoire;Normale;Autre collision;35;281;35281;00, DODIN (AVENUE ROGER);4808670;-170752;35136;00;48.083155, -1.710248;24;;;;;00;177;0;;0;0;Route Départementale;0;;;;;1975;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Autre;Avant;Sans changement de direction;;;Poteau;VL seul;;Métropole
201500025074;2015-11-02T12:30:00+01:00;Saint-gregoire;15;11;02;12:30;Plein jour;En agglomération;Giratoire;Normale;Deux véhicules – par le coté;35;278;35278;00, ROBIQUETTE ( BOULEVA;4813414;-169424;35760;00;48.13358, -1.69313;;normale;;;;99;0;0;;0;2;Voie Communale;;;;Carrefour aménagé;Sur chaussée;1987,1965;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Autre;Avant,Arrière droit;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025129;2015-12-03T18:40:00+01:00;Rennes;15;12;03;18:40;Nuit avec éclairage public allumé;En agglomération;Giratoire;Normale;Trois véhicules et plus – en chaîne;35;238;35238;00, CHATEAU (AVENUE FRAN;4811171;-164638;35000;00;48.130314, -1.716887;;normale;;Bidirectionnelle;;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1999,1993,1987,1971;Féminin,Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,A01,C01;2,1,1,1;Passager,Conducteur,Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail,Autre,Autre;Arrière,Avant,Arrière;Même sens,Même sens,Même sens;;Véhicule,Véhicule,Véhicule;;VU seul 1,VL seul,VL seul;;Métropole
201500025161;2015-12-17T17:30:00+01:00;Chantepie;15;12;17;17:30;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;055;35055;00, BONNIN ANDRE (AVENUE;4808835;-161889;35135;00;48.088588, -1.619572;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1952;Féminin;Traversant;Blessé;;;Sur passage piéton - Sans signalisation lumineuse;A01;;Piéton;Seul;Autre;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole
201500025170;2015-12-22T13:50:00+01:00;Rennes;15;12;22;13:50;Plein jour;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;00, TREGAIN (DE);4812676;-165852;35000;00;48.124411, -1.662019;;mouillée;;Bidirectionnelle;;99;0;60;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1939,1999;Masculin,Masculin;Se déplaçant,Jouant – courant;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500025176;2015-12-26T15:44:00+01:00;Rennes;15;12;26;15:44;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;238;35238;00, BRETAGNE (PONT DE);4810981;-168469;35000;00;48.123169, -1.729286;;;;Bidirectionnelle;Voie réservée;00;0;0;;0;2;Voie Communale;;;;;Sur chaussée;1958,1984;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Piéton,Conducteur;;Utilisation professionnelle;Avant droit;Sans changement de direction;;Piéton;;Autocar;1;Métropole
201500024884;2015-06-13T11:48:00+02:00;Rennes;15;06;13;11:48;Plein jour;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;02, SLOVAQUIE (SQUARE DE;4809045;-165528;35000;02;48.090434, -1.655092;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;;Plat;;Sur chaussée;1956;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;;Sans changement de direction;;;Autre obstacle fixe sur chaussée;Scooter < 50 cm3;;Métropole
